pair_id,condition,similarity_score,match_quality,zero_shot_output,grounded_output,zero_factual,grounded_factual,zero_hallucination,grounded_hallucination,factual_gain,halluc_reduction
P00958,mouth_ulcers,0.4916,medium,"Bhai, main aapko yeh batana chahta hoon ki Giardia ke side effects mein pimples aur ulcers aane ki sambhavana hai, lekin safed pimples aur throat ki suj aur daag aise symptoms hain jo Giardia se judhe nahi hain. Aapka upper lip ke andar safed pimples aur throat ki suj aur daag ke liye humein dermatologist ya ENT specialist se baat karni hogi.","Bilkul, main aapko batata hoon. Pyogenic granuloma ki etiology (kaaran) nahi pata chal sakta hai is clinical evidence se, lekin yeh ek common skin condition hai jo kisi bhi kshetra par ho sakta hai. Iska presentation (dikhawa) yeh hai ki yeh ek progressive swelling hai jo bleeding ke saath hota hai.

Aapko treatment ke liye koi chinta nahi karni chahiye, kyunki aapne doctor se meeting ki hai. Treatment options ke liye main aapko kuch nahi bata sakta, lekin aapko removal of the lesion ki jarurat hai.

Differential diagnoses ke liye, main kuch bata sakta hoon. Ye hain: traumatic ulcer, aphthous ulcer, and other skin conditions.",0.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666667
P00963,mouth_ulcers,0.5807,high,"Arre bhai, aapke symptoms bahut interesting hain. Mouth ulcer ke baad aane wali white red lines aur raat mein itching, yeh symptoms skin ke kai problems ke liye ho sakte hain. Main aapko ek dermatologist se milne ki salah deta hoon, woh aapke skin ko dekhkar aapke symptoms ke liye sabse achha treatment suggest kar sakte hain.","Beta, tumhare case mein upper lip ke midline mein ek pit hai, jiska opening 2 mm ka hai. Iska koi infection, pain ya swelling nahi hai. Tumhare case mein whitish discharge bhi tha, lekin iska koi reference nahi diya gaya hai. 

Tumhare symptoms aur clinical signs ke hisaab se, yeh seemit hai ki tumhare case mein blind-ending sinus hai. Iske liye tumhe plastic surgery specialist se consult karna chahiye.",0.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666667
P00966,foot_swelling,0.3989,medium,"Bhai, aapka case bahut serious hai. Aapko insect bite ki wajah se infection ho sakti hai, jisse sujan aur purple blisters aate hain. Main aapko antiseptic lotion aur antibiotic cream ka use karne ka sujhav dunga. Aapko thoda dard ho sakta hai, lekin yeh infection ko rokne mein madad karega.","Bhai, maine dekha hai ki tumhara pair ke neeche ek mass hai, jisse tumhe dard ho raha hai. Yeh mass ek ulcerative reddish mass hai, jisme punctate hemorrhage aur pale areas hain. Iska histopathological examination aur immunohistochemical analysis karke pata chala hai ki yeh BSCC hai. Main kuchh aur symptoms ya signs nahi dekh sakta, kyunki unki jaankari nahi di gayi hai.",0.0,1.0,1.0,0.0,1.0,1.0
P00968,knee_swelling,0.5816,high,"Namaste, beta. Mere paas aapke pita ka case dekhne ke liye kuch samajh aayi hai. Chicken guniya ke baad unke ghutno mein severe joint pains aur swelling aane ke liye ek sambhav karan hai, jise 'gout' kaha jaata hai. Iska karan bloodsugar level badhne ke saath hi ho sakta hai. Ab unhe doctor se milne aur proper treatment ke liye kuchh dinon tak rest aur pain management ki zaroorat hai.","Bhai, maine dekha hai ki aapka pita right-sided heart failure ke symptoms dekh raha hai. Iska matlab hai ki uske dil ki ek side mein pressure badh gaya hai. Yeh condition 8 mahine se hai aur uske paas lower limb swelling, abdominal distension, scrotal swelling, aur kai anya symptoms hain.",1.0,1.0,0.0,0.0,0.0,0.0
P00971,foot_swelling,0.4609,medium,"Arre beta, maine suna hai ki aapka pati bahut buri tarah se pareshaan hua hai. Ye Streptococcus type G infection bahut bhi ghatiya hai, lekin aapka pati abhi theek hai, aur woh ghar aayega. Aapko aur savdhani rakhni chahiye, kyonki infection phir se ho sakti hai. 

Aapko doctor se puchhna chahiye ki aapko kya karna chahiye, lekin aapko to doctor ne hi kaha hai ki aapko pomps aur drips ke saath ghar aayega. Aapko uske liye koi bhi savdhani rakhni nahi hai, lekin aapko uske liye sahi tarah se dawai leni hogi. Aapko uske liye koi bhi special diet khaani nahi hogi, lekin aapko healthy aur swasth bhojan khaani chahiye.","Arre bhai, aapka case bahut complex hai. Aapka pati kaafi pehle se osteomyelitis ka shikaar hai, jiska matlab hai ki uske hone ke 3 mahine pehle hi usmein infection thi. Iske alawa, uske paas Staphylococcus aureus infection bhi thi, jo uske left elbow par tha. Aur abhi, usmein B. pseudomallei infection (melioidosis) bhi thi. 

Aapko kuch savdhani rakhni chahiye, kyunki uske paas poori tarah se recovery nahi hui hai. Aapko uske paas regular check-up karwana chahiye aur uski dawai ko puri tarah se follow karwana chahiye.",0.5,0.5,0.5,0.5,0.0,0.0
P00977,neck_swelling,0.5332,high,"Namaste bhai, main aapki baat sun raha hoon. Aapke symptoms bahut hi interesting hain. Aapke right groin area mein staph infection ke baad sensitivity aur tingling ka mahsus ho raha hai, iske alawa vertigo aur neck dard bhi ho raha hai. Main aapko kahaunga ki aapko ek neurological examination karwana chahiye, aur kya ho sakta hai aapke paas fibromyalgia, neuropathy ya thyroid problem ho. Main aapko ek specialist se meeting karwana chahiye jo aapko adhik visheshagya parichay de sake.","Bhai, main aapko dekh raha hoon. Aapke paas ek non-Hodgkin lymphoma (NHL) ka diagnosis hai, jo aapke central abdomen, right cervical lymphadenopathy, mediastinal lymph nodes, mesenteric, aur retroperitoneal masses mein paaya gaya hai. Aapke symptoms, jaise ki intermittent fever, loss of appetite, fatigue, aur weight loss, aapke clinical signs, jaise ki pallor, pedal edema, aur firm mass of 10 cm in central abdomen, aapke lab reports, jaise ki hemoglobin 5.1 gm/dl, WBC 9200/cu mm, platelet count 2,72,000/cu mm, aur aapke CT scan, sab aapke NHL ka diagnosis ko support karte hain.",0.0,1.0,1.0,0.0,1.0,1.0
P00982,skin_rash,0.4703,medium,"Beta, maine suna hai ki aapko pichhle 5 saal se kuch problem chal rahi hai. Aapne bahut kuch try kiya hai, lekin abhi bhi kuch problem hai. Aapke symptoms, jaise ki waist ke aas paas itching, aur palms aur soles mein itching, bahut hi common hai. Main sochta hoon ki aapko ek dermatological condition ho sakta hai, jaise ki eczema ya psoriasis. Main aapko ek dermatologist ke paas le jana chahunga, woh aapko aur adhik jankari dega.","Bachche, main aapko yeh batana chahta hoon ki aapke symptoms, jaise ki watery, foul-smelling vaginal discharge, itching, aur burning, iske saath hain labia majora par do choti si ulcers. Ye symptoms 6 mahino se chal rahe hain. 

Kuchh tests karne ke baad, jaise ki stool examination, hematological tests, liver functions, renal function tests, aur Venereal Disease Research Laboratory, human immunodeficiency viruses, HbsAg, aur hepatitis C virus, sab normal nikle hain. 

Main aapko yeh bhi batana chahta hoon ki discharge ke baad cotton material ko remove karne se discharge kam ho gaya aur 6 mahino ke follow-up mein koi recurrence nahin hui.",0.5,1.0,0.5,0.0,0.5,0.5
P00983,skin_rash,0.4905,medium,"Beta, maine suna hai ki unke paas hand, foot aur mouth virus tha. Ye virus ke baad kuchh logon ko nail (ungliyon) ke problem ho sakte hain. Iska karan virus ke kuchh side effects ho sakte hain. Lekin, agar skin piece by piece ghir raha hai, to isme kuchh aur bhi problem ho sakti hai. Main aapko ek doctor se milne aur test karwane ki salah dunga, taaki hum sahi diagnosis kar sakein aur upchar kar sakein.","Bilkul, main aapko batata hoon. Aapke bachche ki condition se koi sambandh rhupus syndrome se hai, jo ki rheumatoid arthritis aur systemic lupus erythematosus ka ek combination hai. Ismein skin ke alawa joints bhi involved hote hain. Aapke bachche ki symptoms, jaise ki skin pe rashes, hands aur feet par swelling, aur ungliyon ke skin piece by piece ghir raha hai, inmein rhupus syndrome ka sambandh hai.",0.0,1.0,1.0,0.0,1.0,1.0
P00986,swollen_tonsils,0.4988,medium,"Bhai, main samajh sakta hoon ki aapko do cheezon ki problem hai: salivary gland infection aur acid reflux. Lekin aapne kaha hai ki aapko acid reflux ke symptoms bahut zyada hain aur antibiotics pills liye hain, lekin koi asar nahi hua. Iske liye, main aapko ek aur cheez ke bare mein sochne ka suggestion deta hoon: ho sakta hai ki aapko Sjögren's syndrome ho, jo ek autoimmune disease hai jismein salivary gland aur stomach ki problems hoti hain. Aapko apne doctor se iske bare mein baat karni chahiye.","Arre bhai, maine dekha hai ki aapke paas bahut se symptoms hain, lekin maine dekha hai ki aapke CT scan mein retropharyngeal abscess aur clivus osteomyelitis ka diagnosis kiya gaya hai. Yeh ek severe condition hai, aur aapke symptoms isse match karte hain, jaise ki ear aur facial pain, purulent material escaping from right ear, aur poor appetite.

Main aapko yeh nahin confirm kar sakta ki aapke paas acid reflux hai, kyunki aapke symptoms aur clinical signs mein koi evidence nahin hai. Aapke CT scan mein bhi koi evidence of acid reflux nahin hai. Lekin aapke symptoms aur clinical signs mein kuchh aur cheezien hain jo is condition se match karte hain, jaise ki night sweats aur weight loss.",1.0,1.0,0.0,0.0,0.0,0.0
P00987,lip_swelling,0.5263,high,"Beta, mere paas aapki problem dekhne ke liye kuch samay hai. Aapke gaal mein sujan aati hai, aur yeh cheek bone par hoti hai. Yeh bahut common problem hai, jiska naam Trigeminal Neuralgia hai. Yeh problem aapke nerve mein hoti hai, jo gaal ko supply karta hai. Main aapko ek specialist doctor ke paas bhejne ke liye soch raha hoon, jinhone aapki problem ko theek karne ke liye treatment kiya hai.","Arre bhai, maine dekha hai ki tumhare upper left canine ka problem hai. Yeh impacted hai aur palatal side par hai. CBCT test se pata chala hai ki yeh tooth palatal side par hi hai. Ab tumhare symptoms ke baare mein pata nahi chala hai, lekin tumhara upper left canine missing hai. Main tumhare saath kuchh nahi kar sakta, kyunki tumne orthodontic treatment reject kiya hai.",0.0,0.25,1.0,0.0,0.25,1.0
P00988,neck_swelling,0.5119,high,"Arre beta, main tumhein sunne ke baad kuchh vichar kar sakta hoon. Tumhare gaal mein sujan hone aur joint pain ke saath, mujhe lagta hai ki tumhara immune system thoda kharab ho sakta hai. Parvovirus lgG ka positive show aur EBV lgG ka positive show, yeh kuchh samajhne ke liye kafi hai. Main tumhein ek rheumatologist ya immunologist se milne ke liye kahaunga, jinhone tumhare symptoms aur test reports ko dekhkar tumhare liye thoda aur vishesh treatment plan banaya ja sakta hai.","Bilkul, main aapki samasya ko samajhne ki koshish karta hoon. Aapki gaal mein january se gaanth ho gayi hai, aur aapki awaz kharash ho gayi hai. Lekin, aapke case mein, main dekhta hoon ki aapke gaal mein vallecular mass hai, jo aapke dysphagia aur plummy quality of voice ka karan hai. Aapke clinical signs mein mild breathing difficulty aur mouth opening more than three fingers hai, lekin cervical lymphadenopathy absent hai. 

Mujhe aapke blood work aur CT scan ka data nahi diya gaya hai, lekin aapke ENT mein kuch nahi dikha hai. Main aapko yeh batana chahta hoon ki aapke symptoms aur clinical signs vallecular mass ke sambandh mein hai, aur aapko ENT specialist se milne ki zaroorat hai.",0.5,0.3333333333333333,0.5,0.6666666666666666,-0.1666666666666666,-0.1666666666666666
P00989,lip_swelling,0.4503,medium,"Bilkul, main samajh gayi. Aapki hotho par ek cut hai, aur abhi bhi dard ho raha hai. Iska sabse bada karan yah hai ki aapke andar wala cut puri tarah se theek nahin ho gaya hai. Jab aap neosporin lagate hain, garam namak wale pani se kulla karte hain, ibuprofen lete hain, to yah dard kam hone chahiye tha. Lekin aapke dard kam nahin hone ke baare mein kaha ja raha hai, aur aapko jelly jaisa material bahar nikal raha hai.

Mujhe lagta hai ki aapko ek doctor se milna chahiye, kyonki aapke symptoms bahut hi unusual hain. Ismein infection ka khatra ho sakta hai, jisse aapko antibiotics ki jarurat ho sakti hai. Aapko iske alawa ek dermatologist se bhi milna chahiye, kyonki aapke hotho par ek cut hai aur aapko dard ho raha hai.","Bhai, maine dekha hai ki tumhare hotho par ek cut hai, aur iske niche ek dusra cut hai. Tumhare symptoms bahut jyada hain, jaise ki khana khane, lambi baat karne, muskurane mein dard ho raha hai. Iske alawa, tumhare andar wala cut purplish redish aur safed hai, aur jelly jaisa material bahar nikal raha hai. 

Maine dekha hai ki tumhara gingival biopsy ki report aayi hai, jismein lymphocytes, plasma cells, eosinophilic polymorphonuclears, aur macrophages ki high cell density hai. Yeh symptoms aur biopsy report ke hisaab se, lagta hai ki tumhare case mein ek chronic inflammation ho sakta hai. Lekin main confirm nahin kar sakta ki yeh sankramit hai ya nahin, iske liye humein aur test karne honge.",0.0,0.5,1.0,0.5,0.5,0.5
P00990,knee_swelling,0.5007,high,"Beta, aapka description sunke lagta hai ki yeh benign growths ho sakte hain. Ye vartamaan mein warts ya keratosis pilaris jaise ho sakte hain. Ye fungal ya viral ho sakte hain, lekin yeh itching ya dard nahi karte hain, to yeh viral infection jaisi nahin lagti. Main aapko ek dermatologist ke paas jaane ki salah dunga, woh aapka proper diagnosis kar sakte hain aur ilaj bhi karwa sakte hain.","Bhai, maine aapki baat suni hai. Lekin, main aapki elbows par skin colored raised bumps ke liye koi confirmatory jawab nahin de sakta. Clinical evidence mein aapke elbows par koi cheez nahin hai. Lekin, aapke knee joint par tabetic arthropathy hai, jiska ilaj penicillin G se kiya gaya hai. Ye syphilis ke karan hota hai. Main aapko syphilis ke liye test karwana sujhata hoon.",0.0,0.0,1.0,1.0,0.0,0.0
P00993,skin_rash,0.4596,medium,"Arre beti ki situation bahut serious hai. Ye dard aur rashes ke liye kai karan ho sakte hain, lekin maine suna hai ki usne strep throat ke baad antibiotics li thi, toh ye ek sambandhit karan ho sakta hai. Iske alawa, uska dard jism mein ghoom raha tha aur usne chalne mein asamarth ho gayi thi, jo ki meningitis ya sepsis ke liye kai karan ho sakte hain. Humein iske liye test karwane aur doctor se consult karwane ki zaroorat hai.","Bilkul, main samajh gaya. Aapki beti ki condition bahut zyada kharab hai. Ismein systemic complaints, sore throat, chest pain, emesis, diarrhea, febrile, hypotensive, hepatosplenomegaly, aur right upper quadrant tenderness sabhi hain. CT scan chest ke hisab se, uske lung mein multifocal pneumonia hai. Iske liye, use vancomycin, cefepime, aur vasopressors diya gaya hai. Main aapko yeh kuchh batata hoon ki is condition ke liye antibiotics ke alawa, uske liye hospitalization aur close monitoring ki zaroorat hai.",0.6666666666666666,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
P00995,mouth_ulcers,0.4843,medium,"Namaste bhai, aapki shikayat suni. Lymph node ka dard aur sujan infection ke liye ek common symptom hai, lekin aapke case mein yeh kuch aur bhi ho sakta hai. Aapne pahle bhi infection ki shikayat ki hai, isliye humein yeh dhyan dena hoga ki aapko koi chronic infection ho rahi hai ya koi aur bhi problem hai. Main aapka examination karunga aur phir hi humein aapki sahi treatment decide kar sakte hain.","Arre bhai, maine dekha hai ki tumhare upper lip ke right side par swelling hai, aur yeh painless hai. Iske alawa, tumhare cheel par cheilitis hai aur tumhare tongue par fissural tongue hai. Yeh symptoms Melkersson Rosthenthal Syndrome ke liye indicative hain, jismein recurring swelling aur cheilitis hota hai. Main koi infection ki wajah se yeh nahin keh sakta, kyunki yeh symptoms tumhare case mein aise hain.",0.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666667
P00996,hand_lump,0.5556,high,"Arre beta, maine suna hai ki aapka mom ko tick bite ka suspicion hai, lekin yeh bhi sambhav hai ki yeh ek allergic reaction ho sakta hai. Swollen hands aur itching kaafi bada symptom hai, isliye maine socha hai ki yeh ek allergic reaction ho sakta hai. Aapko kuchh aur symptoms puchne hain, kya aapka mom ne koi bhi allergy ki history hai ya koi bhi dard ki shikayat hai?","Bhai, main aapko dekh raha hoon. Aapke symptoms aur mummy ke symptoms bahut alag hain. Mummy ke symptoms ka description tick bite ke symptoms se match karta hai, lekin aapke symptoms thyroid ke sath judte hain. Aapke TSH zero hai, aur FT4 aur T3 ki level bahut high hai, jisse it seems ki aapke thyroid mein kuch problem hai. Aapke neck pain aur thyroid gland ke tender hona iska evidence hai. Main aapko confirm kar sakta hoon ki aapke symptoms thyroid ke sath judte hain, lekin main aapke mummy ke symptoms ka koi connection thyroid se nahin kar sakta.",0.3333333333333333,1.0,0.6666666666666666,0.0,0.6666666666666667,0.6666666666666666
P00998,swollen_eye,0.461,medium,"Bachche ki allergy ke liye oral antishistaminr bahut zaroori hain. Celestamine aur xyzal dono hi acha antishistaminr hain, lekin xyzal jyada aaraam deta hai. Ismein lactose nahin hota hai, jisse bachche ko paachan karne mein madad milti hai.","Bhai, main aapki baat samajhne ke liye koshish karunga, lekin aapke bete ki case aur aapke case mein koi sambandh nahin hai. Aapke bete ki aankh ki allergy aur aapke left eye endophthalmitis mein koi sambandh nahin hai. 

Aapke doctor ne aapko anti-allergy drop aur oral antihistamine prescribe kiya hai. Celestamine aur xyzal dono antihistamines hain, lekin main koi specific recommendation nahin kar sakta. Aapko apne doctor ki baat sunni chahiye.",0.0,0.0,1.0,1.0,0.0,0.0
